User,Repo_Member,mRepo_Language,Repo_Owner,oRepo_Language
rfapo,,,"rfapo/acf-extension,rfapo/editor_grafico,rfapo/eventex,rfapo/GReGSI,rfapo/lpoo,rfapo/PSO-python,rfapo/simulador,rfapo/smarthome_microservices,rfapo/stf,rfapo/treebook","Matlab,Python,JavaScript,None,Java,Python,Ruby,Python,JavaScript,CSS"
GabrielSDG,"EdvaldoMacedo/n-Educa,EdvaldoMacedo/TRAB_Teste","None,None","GabrielSDG/relogio,GabrielSDG/RequestTool,GabrielSDG/TreinamentoInFoco","Java,HTML,None"
C0balto,,,"C0balto/Animate,C0balto/microprocessadores,C0balto/provapos,C0balto/Stylus","JavaScript,CSS,TypeScript,HTML"
ubmit,,,"ubmit/book-list-redux,ubmit/inventory-tracker,ubmit/qmk_firmware,ubmit/ubmit.github.io,ubmit/video-browser,ubmit/weather-redux","JavaScript,Ruby,C,HTML,JavaScript,JavaScript"
GabrielLourenco,"EbonyMarques/fbd-ufrpe-20172,gaaj1980/mpoo-ufrpe","PHP,Java","GabrielLourenco/crud-PHP-HTML-MySQLi,GabrielLourenco/fund-engenharia2017,GabrielLourenco/MinhaReforma,GabrielLourenco/translatethis","PHP,None,Python,TypeScript"
gabrielteotonio,,,"gabrielteotonio/hello-world,gabrielteotonio/Students_Information","None,C"
douglascas,lericardolima/airbnb,None,"douglascas/Estatistica,douglascas/ionic,douglascas/MPOO,douglascas/projeto-hitss,douglascas/workshop","None,None,Java,TypeScript,None"
RobsonPereira13,"Gabr1el94/Angular,Gabr1el94/FinanceiroWeb,Gabr1el94/Locacao_Carro,Gabr1el94/TurmCity","TypeScript,Java,Java,PHP","RobsonPereira13/Campe-esdasCopas,RobsonPereira13/FinanceiroWeb,RobsonPereira13/Meus-Games,RobsonPereira13/Sistemaweb.java,RobsonPereira13/Slim,RobsonPereira13/TurismoCity","Swift,Java,Swift,None,PHP,Java"
marcuscarneiro,raony/Iluminare2,Python,"marcuscarneiro/colabgame,marcuscarneiro/expensify-app,marcuscarneiro/indecision-app,marcuscarneiro/Parques,marcuscarneiro/RaioX","None,JavaScript,JavaScript,JavaScript,JavaScript"
EBDAF1,,,"EBDAF1/DosAnjosFilho,EBDAF1/hugo-academic,EBDAF1/mit-deep-learning-book-pdf,EBDAF1/RDHtoLatLong,EBDAF1/TSMN","None,HTML,Java,R,R"
arer76,,,,
petinformatica,,,,
cassianoricardo,,,cassianoricardo/ProjetoWebJSP,None
Redley,,,,
arcelo,,,,
rubens73,LGR3/ProfChapolin,Ruby,"rubens73/Apostila,rubens73/Desafio,rubens73/random,rubens73/RepositorioTeste,rubens73/SPOJ","TeX,Python,Python,None,C"
RicardoCasteloBranco,RicardoCBranco/canil,HTML,RicardoCasteloBranco/cemet,PHP
ricardomelogt,iagoboliveira/smartshop,None,"ricardomelogt/bulma,ricardomelogt/Rotinapp-dev,ricardomelogt/work","CSS,CSS,None"
diogofmcunha,,,,
fellipetenorio,,,"fellipetenorio/bootstrap-table,fellipetenorio/fellipetenorio.github.io,fellipetenorio/html5-device-mockups,fellipetenorio/machine-learning,fellipetenorio/mobile-services-samples,fellipetenorio/Nanodegree-Machine-Learning,fellipetenorio/play20-pdf,fellipetenorio/revit,fellipetenorio/sdk-android-V2,fellipetenorio/ud120-projects","JavaScript,HTML,CSS,Jupyter Notebook,JavaScript,HTML,Java,C#,Java,DIGITAL Command Language"
wsantanapitang,,,,
joaoCarvalho1000,joaopedro/Candy,JavaScript,"joaoCarvalho1000/Form-Filler-Plugin,joaoCarvalho1000/formfiller,joaoCarvalho1000/jacalf","HTML,None,None"
joelbarbosamoraes,,,,
vescnet,,,"vescnet/isup,vescnet/widepay","PHP,None"
ThiagoPco,"andersonfonseka/ejbunit,andersonfonseka/javabeanutils,arthurmenezesb/node-hackathon-petstore,KleberMonteiro/ProjetoLegends","Java,Java,JavaScript,JavaScript","ThiagoPco/AngularSiteTemplate,ThiagoPco/ApacheVelocity,ThiagoPco/bonsaimanagement,ThiagoPco/CiclistAtivo,ThiagoPco/GerenciamentoTemakeria,ThiagoPco/lambdaFnAWSCli,ThiagoPco/SitePIBNV","HTML,Java,HTML,None,CSS,PowerShell,CSS"
gustavorecife,,,"gustavorecife/gustavorecife.github.io,gustavorecife/hello-world,gustavorecife/Jogo-adivinha-numero,gustavorecife/projeto-imc-javascript,gustavorecife/projeto-macedoRecepcoes,gustavorecife/TesteAula","HTML,None,HTML,JavaScript,HTML,None"
leofmoura,,,"leofmoura/2017-04-22-GlobalAzureBootcamp2017,leofmoura/angular-material-course,leofmoura/angular5app,leofmoura/bemean-training,leofmoura/core,leofmoura/DotNetArchitecture,leofmoura/EF6Simple,leofmoura/express1,leofmoura/expresstut,leofmoura/fire-angular-gram,leofmoura/firebase-cms,leofmoura/gulp-the-basics,leofmoura/instangram,leofmoura/mwa-api,leofmoura/mwa-app-live,leofmoura/mwa-node-api,leofmoura/mymvcdocker,leofmoura/node-api-redis,leofmoura/SSIS-FirstPackage","JavaScript,TypeScript,TypeScript,None,Shell,C#,JavaScript,JavaScript,JavaScript,HTML,TypeScript,CoffeeScript,HTML,C#,JavaScript,JavaScript,C#,JavaScript,None"
LucasSafeno,,,"LucasSafeno/cursowebudemy,LucasSafeno/portifolio","HTML,None"
palaciowagner,"allandoamaral/uparty,caiobsouza/su-auras","Java,TypeScript","palaciowagner/AlepeDigital,palaciowagner/react-guide,palaciowagner/twu-biblioteca-wpalacio,palaciowagner/TWU101","Python,JavaScript,Java,Java"
DavidCabral,thiago-farias/unibratec,None,"DavidCabral/agenda,DavidCabral/base,DavidCabral/CircleProgress,DavidCabral/oxente_mate_lampiao,DavidCabral/radio,DavidCabral/TesteFirebirdSpring,DavidCabral/unibracred","CSS,Java,Java,Java,Java,JavaScript,JavaScript"
LucasSafeno,,,"LucasSafeno/cursowebudemy,LucasSafeno/portifolio","HTML,None"
palaciowagner,"allandoamaral/uparty,caiobsouza/su-auras","Java,TypeScript","palaciowagner/AlepeDigital,palaciowagner/react-guide,palaciowagner/twu-biblioteca-wpalacio,palaciowagner/TWU101","Python,JavaScript,Java,Java"
DavidCabral,thiago-farias/unibratec,None,"DavidCabral/agenda,DavidCabral/base,DavidCabral/CircleProgress,DavidCabral/oxente_mate_lampiao,DavidCabral/radio,DavidCabral/TesteFirebirdSpring,DavidCabral/unibracred","CSS,Java,Java,Java,Java,JavaScript,JavaScript"
GabrielVanderlei,IanKarlo/CicuitDesktop,HTML,"GabrielVanderlei/Basico,GabrielVanderlei/Desventuras-em-C,GabrielVanderlei/Desventuras-em-Java,GabrielVanderlei/Desventuras-em-MSP430,GabrielVanderlei/Eletronics.js,GabrielVanderlei/FallFall,GabrielVanderlei/Fluxogram.js,GabrielVanderlei/Forms,GabrielVanderlei/gabrielvanderlei.github.io,GabrielVanderlei/PDV,GabrielVanderlei/Randomizer,GabrielVanderlei/SAOE,GabrielVanderlei/TicTacToe","HTML,C,Java,C,JavaScript,JavaScript,JavaScript,HTML,HTML,HTML,CSS,PHP,None"
andersonbispo,"FranciscoGileno/react-intervalo-cesar,FranciscoGileno/react-workshop","Ruby,HTML","andersonbispo/currencies,andersonbispo/django-grappelli,andersonbispo/django-organizations,andersonbispo/django-plans,andersonbispo/django-swingtime,andersonbispo/legalis-provisioner,andersonbispo/moip_django,andersonbispo/multiplesThreeAndFive,andersonbispo/portfolio-danny,andersonbispo/se-chat,andersonbispo/ukpcode","JavaScript,JavaScript,None,Python,Python,Ruby,Python,Python,HTML,JavaScript,Python"
andersontenorio,,,"andersontenorio/machinelearning,andersontenorio/teste","None,None"
MasterRick,,,"MasterRick/ApocalipsePixel1.0,MasterRick/PlaygroundProject,MasterRick/PokemonUnity,MasterRick/startbootstrap-freelancer","C#,C#,C#,CSS"
acmd,,,"acmd/ExoPlayer,acmd/GIT-TCC-ACMD,acmd/GIT-TCC-LIBQUIC-ACMD","Java,C,C++"
EricJoosse,,,"EricJoosse/Integrador-Sistemas-com-Portal-Cronos-para-Compradoras,EricJoosse/Integrador-Sistemas-com-PortalCronos-para-Fornecedores,EricJoosse/Notificacoes-Mobile-Portal-Cronos,EricJoosse/Remote-Maven-Repository-com-JDBC-Drivers,EricJoosse/Transformador-de-JDBC-drivers-para-Maven-artifacts","Java,Java,Java,None,None"
jaasieljunior,"BrunoFelix/Restoran,heliofsjr18/Projeto_SiteNerd,heliofsjr18/PwSlideCrossPlataform,jazielmatoso/petweb","Java,None,PHP,C#","jaasieljunior/2016,jaasieljunior/bootstrap,jaasieljunior/faculdade,jaasieljunior/junior,jaasieljunior/petwebrepositorio","None,None,None,None,C#"
Renartes,,,"Renartes/MEO,Renartes/ObrasPublicas,Renartes/redu","None,JavaScript,Cucumber"
allansid,"ajew/Ajuda-MEI,gustavolopess/miot,jprmoisakis/basic-distributed-system,jprmoisakis/RabbitMQChat,miltongneto/KingLog,miltongneto/Sistema-de-Recomendacao,teamworkquality/twq-app,ThiagoAquino/Middleware","Java,JavaScript,Java,Java,Python,Java,Python,Java","allansid/Ajuda-MEI,allansid/AST_MiniJava,allansid/bioinspired,allansid/DotaScene,allansid/estacionamento,allansid/Middleware,allansid/plc,allansid/processador-MIPS,allansid/Remoting_Patterns,allansid/RMIChat,allansid/SistemaDeVagasDeEstacionamento,allansid/SistemaEI,allansid/SistemaRI,allansid/standard,allansid/toptal-recommengine,allansid/twq-app,allansid/ui","Java,Java,Python,Python,Groovy,Java,Java,VHDL,None,Java,Groovy,Java,Java,JavaScript,CoffeeScript,Python,JavaScript"
BonnerAthos,,,"BonnerAthos/CodigosPraticos,BonnerAthos/Framework_Template_Angular1,BonnerAthos/tableless-static","None,CSS,HTML"
guiban,,,,
fjuriolli,,,"fjuriolli/correios-php,fjuriolli/crawler-br-news,fjuriolli/laravel-boleto,fjuriolli/Laravel-Quasar,fjuriolli/perdidonoespaco,fjuriolli/projeto-estacio,fjuriolli/scribble,fjuriolli/sped-nfe,fjuriolli/starmath,fjuriolli/vue-realworld-example-app","PHP,JavaScript,PHP,PHP,Java,PHP,Java,PHP,JavaScript,JavaScript"
marcuscarvalho6,,,"marcuscarvalho6/bet365-scraper,marcuscarvalho6/bitcoin-php,marcuscarvalho6/bootstrapvalidator,marcuscarvalho6/docs,marcuscarvalho6/elogram,marcuscarvalho6/Goutte,marcuscarvalho6/GpsTracker,marcuscarvalho6/hospitallivre,marcuscarvalho6/instafeed.js,marcuscarvalho6/instagram,marcuscarvalho6/kalendae-skins,marcuscarvalho6/lamp,marcuscarvalho6/laradock,marcuscarvalho6/laravel-angular-admin,marcuscarvalho6/laravel-backup,marcuscarvalho6/laravel-fullcalendar,marcuscarvalho6/laravel-gitscrum,marcuscarvalho6/laravel-validator,marcuscarvalho6/laravel5-angular-material-starter,marcuscarvalho6/marcuscarvalho.github.io,marcuscarvalho6/marcuscarvalho6.github.io,marcuscarvalho6/migrations-generator,marcuscarvalho6/phppimaco,marcuscarvalho6/posprint,marcuscarvalho6/traccar","PHP,PHP,None,None,PHP,PHP,JavaScript,PHP,CoffeeScript,PHP,JavaScript,Shell,Shell,HTML,PHP,PHP,PHP,PHP,PHP,None,None,PHP,PHP,PHP,Java"
romerotg,,,"romerotg/ccxt,romerotg/expensify,romerotg/indecision-app,romerotg/portfolio-site,romerotg/rauth,romerotg/romerotg.github.io,romerotg/unitytest,romerotg/VirtualizingObservableCollection","JavaScript,JavaScript,JavaScript,JavaScript,Python,HTML,None,C#"
carlossilvamelo,gustavohmf2/projetoPDS,Java,"carlossilvamelo/2UD,carlossilvamelo/arqsoft,carlossilvamelo/bancodados,carlossilvamelo/bootLoaderFinal,carlossilvamelo/code.makery.ch,carlossilvamelo/FalaCascudo,carlossilvamelo/frameworkPDS,carlossilvamelo/front-postacad,carlossilvamelo/introducao_a_linguagem_c,carlossilvamelo/ioac,carlossilvamelo/ionic,carlossilvamelo/lpquebeleza,carlossilvamelo/projetoWeb1,carlossilvamelo/sadeprev,carlossilvamelo/SGSRcelular,carlossilvamelo/SGSRcomputador,carlossilvamelo/SGSRveiculo,carlossilvamelo/sitePessoal,carlossilvamelo/slimexemplo,carlossilvamelo/spring-boot-template-projeto,carlossilvamelo/tutorialGit,carlossilvamelo/UFeyes,carlossilvamelo/webiiproject","None,None,HTML,Assembly,CSS,Java,Java,HTML,C,None,TypeScript,CSS,HTML,R,HTML,HTML,HTML,None,PHP,HTML,None,Java,HTML"
LucasNevesV,,,LucasNevesV/Facebook-App,HTML
IlgssonBraga,,,"IlgssonBraga/ref,IlgssonBraga/refatoracao","None,None"
DagobertoJr,,,"DagobertoJr/animate.css,DagobertoJr/ElasticMenu,DagobertoJr/PHPMailer","CSS,PHP,PHP"
joaquimmeira,,,,
ericmilfont,,,,
hforesti,,,"hforesti/MNerim,hforesti/robolivre.org-fork","None,PHP"
joyceogilvy,,,"joyceogilvy/bootstrap-datepicker,joyceogilvy/bootstrap-modal,joyceogilvy/Watchlist","JavaScript,JavaScript,JavaScript"
progerbr,,,progerbr/primeiroteste,None
tiagomuniz1,,,"tiagomuniz1/angular5,tiagomuniz1/angular5_api,tiagomuniz1/cakephp-amazon-s3,tiagomuniz1/csspp,tiagomuniz1/desafio_mesa,tiagomuniz1/es6,tiagomuniz1/FacilMVC,tiagomuniz1/jQuery-Plugins,tiagomuniz1/jquery-timeago,tiagomuniz1/jspattern,tiagomuniz1/mesa_angular,tiagomuniz1/mesa_api,tiagomuniz1/muchmore,tiagomuniz1/procape-novo-dominio","TypeScript,PHP,PHP,PHP,Ruby,JavaScript,PHP,JavaScript,JavaScript,JavaScript,JavaScript,Ruby,JavaScript,None"
slunart,,,"slunart/apocalypse_agents,slunart/rhythm_game,slunart/slingshot-challenge","None,Lua,PHP"
felipetavaresmelo,,,"felipetavaresmelo/app-service-mobile-dotnet-fieldengineer,felipetavaresmelo/Arduino,felipetavaresmelo/exemplogit,felipetavaresmelo/Orchard,felipetavaresmelo/usandogit","C#,C,None,C#,None"
phbritoo,,,"phbritoo/animais-em-pessoa,phbritoo/foodshop,phbritoo/landingpage-amarok,phbritoo/MeganStore,phbritoo/Php-mailer,phbritoo/planeta_acquamarine,phbritoo/sistema,phbritoo/villa-reale","HTML,C#,CSS,Java,None,HTML,PHP,HTML"
tgitirana,,,,
brayner1,"cfcv/Projeto_infracom,cfcv/RoboCode,VicenteRibeiro/Game","Python,Java,PLSQL","brayner1/HelloWorld,brayner1/pintOS---Projeto-Infra.-Software,brayner1/UnrealBubbleProject","None,C,None"
jpfreire,,,"jpfreire/AngularJS-Routing,jpfreire/BookwormSolver,jpfreire/ClientEditorExample,jpfreire/cprecife,jpfreire/jQuery-File-Upload,jpfreire/mozilla-central,jpfreire/PolymerTestGaeGo,jpfreire/saele,jpfreire/SideBarEnhancements,jpfreire/www","JavaScript,None,Java,None,JavaScript,C++,None,PHP,Python,None"
riltonjunior,,,"riltonjunior/notes,riltonjunior/Tutorial","PHP,None"
WeltonLSantos,,,"WeltonLSantos/bcc,WeltonLSantos/betteram,WeltonLSantos/compiladores,WeltonLSantos/EDM_blogPHP,WeltonLSantos/Flarepoint-crm,WeltonLSantos/gerar_pdf,WeltonLSantos/jogos-IA-HTML5,WeltonLSantos/laravel5-example,WeltonLSantos/livecoding-chat-bot,WeltonLSantos/onScreen,WeltonLSantos/otimizar-sistema-linux","PHP,PHP,Java,PHP,PHP,HTML,JavaScript,PHP,JavaScript,JavaScript,None"
gilchristiano,"ifbaianosi/capacitacao,ifbaianosi/capacitation,jhmd/paraondevou,reforcomestrado2015/appreforco,reforcomestrado2015/reforcoescolar","PHP,CSS,PHP,Groovy,Ruby","gilchristiano/agenda,gilchristiano/Cin-UFPE-Mestrado,gilchristiano/gestao_academica,gilchristiano/idblite,gilchristiano/iDBLite_Cin_UFPE,gilchristiano/MPI909,gilchristiano/Reforco,gilchristiano/school,gilchristiano/Sistemas,gilchristiano/Tarefas,gilchristiano/xcode","HTML,Swift,None,JavaScript,Swift,Groovy,None,JavaScript,Java,None,Swift"
aeciojr,,,"aeciojr/baculaCancelJobs,aeciojr/baculaInstallFD,aeciojr/BaculaMonitor,aeciojr/cactiBaculaStorageStatistics,aeciojr/customUserAdd,aeciojr/jbossClusterInitScript,aeciojr/jbossStandaloneInitScript,aeciojr/linuxNetInventory,aeciojr/mediaWikiRemoteBackup,aeciojr/OCSAgentBaculaInclude","Shell,Shell,None,Shell,Shell,Shell,Shell,Shell,Shell,Perl"
bernardoreis,,,,
tag-i,,,,
andrergomes,,,"andrergomes/algoritmos,andrergomes/avaliacaoImagem,andrergomes/corretora,andrergomes/curso-git,andrergomes/kmeans,andrergomes/pdi,andrergomes/pdi2,andrergomes/recface,andrergomes/spd,andrergomes/visao","Java,Java,TypeScript,HTML,Java,Java,Java,Java,Java,Java"
marconirds,"danillojm/Diarista,Topicos2/Projetoapprate","Java,Java","marconirds/flash,marconirds/Inputmask,marconirds/marconirds.github.io,marconirds/Projetoapprate,marconirds/sgp,marconirds/wCRP","PHP,JavaScript,HTML,Java,PHP,CSS"
aldeniolima,"AdeildoNeto/corporativo2,AdeildoNeto/iBebo,AdeildoNeto/SecreCheat,AdeildoNeto/virtualsec,AdeildoNeto/x9descorp","Java,CSS,Java,Java,Java","aldeniolima/chatoff,aldeniolima/chatoff_projects,aldeniolima/teste,aldeniolima/x9academico_pdsw,aldeniolima/x9JSF","Java,Java,None,Java,HTML"
emesonsantana,matheusmariano/react-native-universal-pedometer,Java,"emesonsantana/angular-realtime-change,emesonsantana/angular-simple-calendar,emesonsantana/bmp1-web-service,emesonsantana/CDVVideo,emesonsantana/communication-socket,emesonsantana/cordova-pedometer,emesonsantana/cordova-plugin-media,emesonsantana/cordova-plugin-mediapicker,emesonsantana/cordova-plugin-pedometer,emesonsantana/cordova-plugin-transport-security,emesonsantana/cordova-plugin-volume-control,emesonsantana/devise_token_auth,emesonsantana/lets-chat,emesonsantana/react-native-check-box,emesonsantana/react-native-device-info,emesonsantana/react-native-fbsdk,emesonsantana/react-native-floating-label-text-input,emesonsantana/react-native-floating-labels,emesonsantana/react-native-loader,emesonsantana/react-native-sim,emesonsantana/react-native-simple-picker,emesonsantana/react-native-toggle,emesonsantana/react-native-universal-pedometer,emesonsantana/react-native-youtube,emesonsantana/realtime_change,emesonsantana/SDAGCHRAPP,emesonsantana/swagger-ui,emesonsantana/VideoPlayer,emesonsantana/weinre-heroku","JavaScript,CoffeeScript,TypeScript,Objective-C,JavaScript,Java,JavaScript,Java,Java,None,Objective-C,Ruby,JavaScript,JavaScript,Objective-C,Java,JavaScript,JavaScript,JavaScript,Java,JavaScript,Objective-C,Java,Objective-C,Ruby,JavaScript,JavaScript,Java,None"
madsondeluna,,,madsondeluna/pept,None
licensed,"AlexandreSGV/machine_learning_cin,douglashss/OperatingSystem,thaisbione/s2u","Common Lisp,Python,CSS","licensed/bolao,licensed/bolao2018,licensed/bolaoweb,licensed/bolao_2018,licensed/botijao,licensed/ConsultaCPF,licensed/copa,licensed/entregando_mercadorias,licensed/FlappyBird,licensed/free-programming-books,licensed/jjv,licensed/licensed.github.io,licensed/mk_arcade_joystick_rpi,licensed/my-book-library,licensed/my-first-blog,licensed/pybrtelegrambot,licensed/pyBusinesses-BR,licensed/pyscador,licensed/resume,licensed/rosalind,licensed/tron,licensed/webservice","Python,Python,Python,CSS,Python,PHP,Python,Python,Python,None,JavaScript,CSS,C,None,Python,Python,None,None,Python,Python,Python,Python"
yurigu,,,yurigu/conquistar-o-mundo,None
alande-amorim,,,"alande-amorim/socket-cam,alande-amorim/Spoon-Knife","None,HTML"
siandragon,,,"siandragon/aprendizado.java,siandragon/dancart-cms,siandragon/django-tutorial,siandragon/notto,siandragon/PencilsDown,siandragon/python-exercises,siandragon/Run-Forrest-FULL,siandragon/Run-Forrest-Open-Source,siandragon/scrapy,siandragon/tutorial_Bootstrap,siandragon/tutorial_ECMAScript,siandragon/tutorial_jQuery,siandragon/tutorial_YoutubeAPI,siandragon/udemy-css3,siandragon/udemy-html5,siandragon/YouTube-Mod-Descriptions","Java,CSS,Python,Python,Java,Python,C#,C#,Python,JavaScript,HTML,HTML,JavaScript,HTML,HTML,Java"
mateus-buarque6,,,"mateus-buarque6/Bolsas---CodCad,mateus-buarque6/collatz-conjecture,mateus-buarque6/figuras_geometricas,mateus-buarque6/jogo_da_velha,mateus-buarque6/Noic_solucoes,mateus-buarque6/Traducoes","None,Java,Java,Java,C++,None"
buarquepedro,,,"buarquepedro/Building-Machine-Learning-Systems-With-Python-Second-Edition,buarquepedro/clustering-optimization,buarquepedro/ComicHeroesWebsite,buarquepedro/ImageGallery,buarquepedro/KMeans,buarquepedro/KNearestNeighbors,buarquepedro/libsvm,buarquepedro/machinelearninginaction,buarquepedro/missingno,buarquepedro/MLBook_source,buarquepedro/python-machine-learning-book,buarquepedro/SchoolDeptExample","Python,Python,HTML,HTML,C++,C++,Java,HTML,Python,Python,Jupyter Notebook,HTML"
italoj,,,"italoj/chartist-js,italoj/chat,italoj/rails_bootstrap_seed,italoj/ruby,italoj/WordPress","JavaScript,Ruby,Ruby,Ruby,PHP"
lucdias,"luisfelip80/Aquar.io,luisfelip80/Controle_remoto_FPGA_Verilog,luisfelip80/Projeto_ULA","C,Verilog,HTML",,
jjs22,,,"jjs22/ekf-slam-matlab,jjs22/MATLAB,jjs22/Matlab-detection,jjs22/MDP_Tracking,jjs22/selenium-sniper","Matlab,Matlab,None,Matlab,Python"
victorsaad00,,,"victorsaad00/Estrutura-De-Dados,victorsaad00/ListaOLigadaOrientadaDeInteiros,victorsaad00/LpooUber","None,None,Java"
viniciusmantero,,,,
joycelima,,,"joycelima/AndroidFBConnect,joycelima/AvaliacaoFtips,joycelima/Caneca,joycelima/IWantToWorkAtGloboCom,joycelima/Mask_9digito","None,None,None,None,JavaScript"
jeffrs,rsaRodrigoSales/AprendendoGitHub,None,,
danielAtOgilvy,,,,
beugenio,,,"beugenio/designpatterns,beugenio/DesignPatternsPHP,beugenio/liferay-plugins,beugenio/messenger-platform-samples,beugenio/metro,beugenio/php-jenkins,beugenio/questionnairePHP,beugenio/reclamacidade,beugenio/startuprecifefailmap,beugenio/Yahoo-Weather-API-PHP-class","C#,None,None,JavaScript,None,PHP,None,None,CSS,PHP"
alejoceballos,,,"alejoceballos/apt-complex,alejoceballos/jack-ketch-4-flow,alejoceballos/jenkings-vagrant-github,alejoceballos/my-first-ember-app,alejoceballos/td-web-frontend,alejoceballos/tellersdesk,alejoceballos/tellersdesk-old,alejoceballos/vagrant-provisioning","Java,HTML,Shell,JavaScript,JavaScript,JavaScript,PHP,Shell"
vctdiniz,,,"vctdiniz/site,vctdiniz/teste1,vctdiniz/vctdiniz.github.io","HTML,JavaScript,None"
reueljonathan,ahlp/owls_server,JavaScript,"reueljonathan/functions-game,reueljonathan/love2d-virtual-joypad,reueljonathan/reueljonathan.github.io,reueljonathan/straight-them-up,reueljonathan/that-memory-game,reueljonathan/webdev","JavaScript,Lua,JavaScript,Lua,JavaScript,HTML"
carlosolimpio,"andrelmlins/ReciTour,JNMarcos/MercadoArabe,johncgo/PokerV1,MarcosInacio/ClinicaVeterinaria,MarcosInacio/projeto-poo-integral","PHP,Java,Java,Java,Java","carlosolimpio/Biologia,carlosolimpio/Clinica-Pet.Center,carlosolimpio/Doxa,carlosolimpio/Doxa_Compiladores,carlosolimpio/ProjetoEngenharia,carlosolimpio/voting_bot","Java,Java,Java,None,Java,Python"
lumaneto,,,"lumaneto/por-dentro-do-github,lumaneto/R-Programming-learning-materials","None,R"
macae,,,macae/Interativa,None
cConectando,,,"cConectando/Django,cConectando/hadoop,cConectando/mobile,cConectando/Neo4j,cConectando/Openredu,cConectando/Programa-o-Web,cConectando/PythonWebAPIsDjango,cConectando/Spring-Boot,cConectando/ui-components","Python,Java,Java,None,Ruby,Java,Python,None,HTML"
hugolhmartins,,,"hugolhmartins/js2php,hugolhmartins/twbs-hgo","JavaScript,TypeScript"
Jemesson,,,"Jemesson/access_system,Jemesson/angular-meal,Jemesson/brew,Jemesson/Ex07_TextView,Jemesson/gitflow,Jemesson/hello-world,Jemesson/java-libs,Jemesson/js-study,Jemesson/kotlin-intro-nglauber,Jemesson/MyFirstApp,Jemesson/pythonlearning,Jemesson/react-native,Jemesson/specifications-ITS,Jemesson/typescript,Jemesson/ustore-portopics,Jemesson/webdevacademy","None,None,Ruby,Java,None,None,Java,JavaScript,Kotlin,Java,Python,JavaScript,HTML,TypeScript,Java,HTML"
